component_id,component_type
C-1026,comp_other
C-1027,comp_other
C-1028,comp_other
C-1029,comp_boss
C-1030,comp_other
C-1031,comp_other
C-1032,comp_other
C-1033,comp_other
C-1034,comp_other
C-1035,comp_sleeve
C-1036,comp_other
C-1037,comp_other
C-1038,comp_other
C-1039,comp_hfl
C-1040,comp_other
C-1041,comp_hfl
C-1042,comp_other
C-1043,comp_hfl
C-1044,comp_other
C-1045,comp_boss
C-1046,comp_other
C-1047,comp_other
C-1048,comp_other
C-1049,comp_other
C-1050,comp_other
C-1051,comp_other
C-1052,comp_other
C-1053,comp_other
C-1054,comp_other
C-1055,comp_other
C-1056,comp_other
C-1057,comp_other
C-1058,comp_other
C-1059,comp_nut
C-1060,comp_other
C-1061,comp_other
C-1062,comp_other
C-1063,comp_other
C-1064,comp_other
C-1065,comp_boss
C-1066,comp_straight
C-1067,comp_threaded
C-1068,comp_other
C-1069,comp_elbow
C-1070,comp_other
C-1071,comp_straight
C-1072,comp_threaded
C-1073,comp_other
C-1074,comp_sleeve
C-1075,comp_other
C-1076,comp_other
C-1077,comp_other
C-1078,comp_threaded
C-1079,comp_other
C-1080,comp_other
C-1081,comp_other
C-1082,comp_other
C-1083,comp_other
C-1084,comp_other
C-1085,comp_other
C-1086,comp_other
C-1087,comp_other
C-1088,comp_other
C-1089,comp_boss
C-1090,comp_other
C-1091,comp_other
C-1092,comp_other
C-1093,comp_other
C-1094,comp_other
C-1095,comp_other
C-1096,comp_float
C-1097,comp_other
C-1098,comp_other
C-1099,comp_other
C-1100,comp_other
C-1101,comp_other
C-1102,comp_float
C-1103,comp_other
C-1104,comp_other
C-1105,comp_other
C-1106,comp_other
C-1107,comp_other
C-1108,comp_other
C-1109,comp_other
C-1110,comp_other
C-1111,comp_other
C-1112,comp_other
C-1113,comp_straight
C-1114,comp_other
C-1115,comp_straight
C-1116,comp_other
C-1117,comp_boss
C-1118,comp_other
C-1119,comp_other
C-1120,comp_other
C-1121,comp_other
C-1122,comp_other
C-1123,comp_boss
C-1124,comp_boss
C-1125,comp_other
C-1126,comp_other
C-1127,comp_boss
C-1128,comp_other
C-1129,comp_other
C-1130,comp_other
C-1131,comp_other
C-1132,comp_other
C-1133,comp_other
C-1134,comp_other
C-1135,comp_float
C-1136,comp_other
C-1137,comp_other
C-1138,comp_other
C-1139,comp_other
C-1140,comp_other
C-1141,comp_other
C-1142,comp_other
C-1143,comp_other
C-1144,comp_other
C-1145,comp_straight
C-1146,comp_other
C-1147,comp_other
C-1148,comp_other
C-1149,comp_float
C-1150,comp_other
C-1151,comp_other
C-1152,comp_other
C-1153,comp_other
C-1154,comp_other
C-1155,comp_other
C-1156,comp_other
C-1157,comp_other
C-1158,comp_other
C-1159,comp_other
C-1160,comp_other
C-1161,comp_other
C-1162,comp_other
C-1163,comp_other
C-1164,comp_other
C-1165,comp_other
C-1166,comp_other
C-1167,comp_other
C-1168,comp_other
C-1169,comp_other
C-1170,comp_other
C-1171,comp_boss
C-1172,comp_other
C-1173,comp_other
C-1174,comp_other
C-1175,comp_other
C-1176,comp_other
C-1177,comp_other
C-1178,comp_other
C-1179,comp_other
C-1180,comp_other
C-1181,comp_other
C-1182,comp_other
C-1183,comp_other
C-1184,comp_other
C-1185,comp_other
C-1186,comp_other
C-1187,comp_other
C-1188,comp_other
C-1189,comp_other
C-1190,comp_other
C-1191,comp_other
C-1192,comp_other
C-1193,comp_other
C-1194,comp_adaptor
C-1195,comp_adaptor
C-1196,comp_adaptor
C-1197,comp_adaptor
C-1198,comp_adaptor
C-1199,comp_nut
C-1200,comp_nut
C-1201,comp_other
C-1202,comp_nut
C-1203,comp_straight
C-1204,comp_other
C-1205,comp_other
C-1206,comp_other
C-1207,comp_straight
C-1208,comp_elbow
C-1209,comp_threaded
C-1210,comp_straight
C-1211,comp_other
C-1212,comp_straight
C-1213,comp_other
C-1214,comp_other
C-1215,comp_other
C-1216,comp_other
C-1217,comp_other
C-1218,comp_threaded
C-1219,comp_threaded
C-1220,comp_other
C-1221,comp_threaded
C-1222,comp_other
C-1223,comp_other
C-1224,comp_straight
C-1225,comp_boss
C-1226,comp_other
C-1227,comp_other
C-1228,comp_other
C-1229,comp_adaptor
C-1230,comp_adaptor
C-1231,comp_boss
C-1232,comp_other
C-1233,comp_boss
C-1234,comp_straight
C-1235,comp_straight
C-1236,comp_straight
C-1237,comp_other
C-1238,comp_threaded
C-1239,comp_elbow
C-1240,comp_other
C-1241,comp_other
C-1242,comp_straight
C-1243,comp_nut
C-1244,comp_sleeve
C-1245,comp_straight
C-1246,comp_other
C-1247,comp_elbow
C-1248,comp_other
C-1249,comp_other
C-1250,comp_other
C-1251,comp_other
C-1252,comp_other
C-1253,comp_other
C-1254,comp_other
C-1255,comp_elbow
C-1256,comp_boss
C-1257,comp_boss
C-1258,comp_other
C-1259,comp_boss
C-1260,comp_other
C-1261,comp_other
C-1262,comp_other
C-1263,comp_other
C-1264,comp_other
C-1265,comp_other
C-1266,comp_other
C-1267,comp_other
C-1268,comp_other
C-1269,comp_other
C-1270,comp_other
C-1271,comp_other
C-1272,comp_other
C-1273,comp_other
C-1274,comp_other
C-1275,comp_other
C-1276,comp_other
C-1277,comp_other
C-1278,comp_other
C-1279,comp_other
C-1280,comp_other
C-1281,comp_other
C-1282,comp_other
C-1283,comp_other
C-1284,comp_other
C-1285,comp_other
C-1286,comp_other
C-1287,comp_other
C-1288,comp_other
C-1289,comp_other
C-1290,comp_other
C-1291,comp_other
C-1292,comp_other
C-1293,comp_other
C-1294,comp_other
C-1295,comp_other
C-1296,comp_other
C-1297,comp_other
C-1298,comp_other
C-1299,comp_other
C-1300,comp_other
C-1301,comp_other
C-1302,comp_other
C-1303,comp_other
C-1304,comp_other
C-1305,comp_other
C-1306,comp_other
C-1307,comp_other
C-1308,comp_boss
C-1309,comp_other
C-1310,comp_other
C-1311,comp_other
C-1312,comp_adaptor
C-1313,comp_adaptor
C-1314,comp_straight
C-1315,comp_straight
C-1316,comp_nut
C-1317,comp_elbow
C-1318,comp_nut
C-1319,comp_other
C-1320,comp_nut
C-1321,comp_other
C-1322,comp_other
C-1323,comp_other
C-1324,comp_other
C-1325,comp_other
C-1326,comp_straight
C-1327,comp_elbow
C-1328,comp_straight
C-1329,comp_straight
C-1330,comp_other
C-1331,comp_elbow
C-1332,comp_sleeve
C-1333,comp_elbow
C-1334,comp_elbow
C-1335,comp_elbow
C-1336,comp_elbow
C-1337,comp_elbow
C-1338,comp_threaded
C-1339,comp_elbow
C-1340,comp_boss
C-1341,comp_other
C-1342,comp_straight
C-1343,comp_straight
C-1344,comp_straight
C-1345,comp_elbow
C-1346,comp_straight
C-1347,comp_straight
C-1348,comp_elbow
C-1349,comp_elbow
C-1350,comp_elbow
C-1351,comp_straight
C-1352,comp_straight
C-1353,comp_other
C-1354,comp_straight
C-1355,comp_other
C-1356,comp_other
C-1357,comp_straight
C-1358,comp_other
C-1359,comp_other
C-1360,comp_other
C-1361,comp_other
C-1362,comp_elbow
C-1363,comp_elbow
C-1364,comp_other
C-1365,comp_straight
C-1366,comp_other
C-1367,comp_other
C-1368,comp_straight
C-1369,comp_other
C-1370,comp_straight
C-1371,comp_other
C-1372,comp_other
C-1373,comp_straight
C-1374,comp_other
C-1375,comp_other
C-1376,comp_straight
C-1377,comp_other
C-1378,comp_elbow
C-1379,comp_other
C-1380,comp_other
C-1381,comp_other
C-1382,comp_other
C-1383,comp_other
C-1384,comp_nut
C-1385,comp_other
C-1386,comp_other
C-1387,comp_other
C-1388,comp_other
C-1389,comp_elbow
C-1390,comp_straight
C-1391,comp_other
C-1392,comp_straight
C-1393,comp_threaded
C-1394,comp_straight
C-1395,comp_other
C-1396,comp_other
C-1397,comp_other
C-1398,comp_other
C-1399,comp_other
C-1400,comp_other
C-1401,comp_other
C-1402,comp_other
C-1403,comp_other
C-1404,comp_elbow
C-1405,comp_elbow
C-1406,comp_other
C-1407,comp_straight
C-1408,comp_straight
C-1409,comp_elbow
C-1410,comp_boss
C-1411,comp_boss
C-1412,comp_straight
C-1413,comp_straight
C-1414,comp_other
C-1415,comp_straight
C-1416,comp_other
C-1417,comp_boss
C-1418,comp_straight
C-1419,comp_elbow
C-1420,comp_sleeve
C-1421,comp_nut
C-1422,comp_other
C-1423,comp_threaded
C-1424,comp_other
C-1425,comp_other
C-1426,comp_boss
C-1427,comp_straight
C-1428,comp_elbow
C-1429,comp_elbow
C-1430,comp_straight
C-1431,comp_boss
C-1432,comp_elbow
C-1433,comp_straight
C-1434,comp_straight
C-1435,comp_adaptor
C-1436,comp_other
C-1437,comp_other
C-1438,comp_other
C-1439,comp_other
C-1440,comp_straight
C-1441,comp_threaded
C-1442,comp_nut
C-1443,comp_sleeve
C-1444,comp_straight
C-1445,comp_threaded
C-1446,comp_straight
C-1447,comp_straight
C-1448,comp_straight
C-1449,comp_straight
C-1450,comp_straight
C-1451,comp_straight
C-1452,comp_float
C-1453,comp_float
C-1454,comp_straight
C-1455,comp_straight
C-1456,comp_straight
C-1457,comp_straight
C-1458,comp_straight
C-1459,comp_straight
C-1460,comp_straight
C-1461,comp_straight
C-1462,comp_straight
C-1463,comp_straight
C-1464,comp_straight
C-1465,comp_straight
C-1466,comp_other
C-1467,comp_straight
C-1468,comp_threaded
C-1469,comp_threaded
C-1470,comp_threaded
C-1471,comp_straight
C-1472,comp_other
C-1473,comp_other
C-1474,comp_other
C-1475,comp_threaded
C-1476,comp_other
C-1477,comp_other
C-1478,comp_other
C-1479,comp_threaded
C-1480,comp_other
C-1481,comp_other
C-1482,comp_straight
C-1483,comp_other
C-1484,comp_straight
C-1485,comp_other
C-1486,comp_threaded
C-1487,comp_straight
C-1488,comp_elbow
C-1489,comp_boss
C-1490,comp_other
C-1491,comp_other
C-1492,comp_straight
C-1493,comp_straight
C-1494,comp_straight
C-1495,comp_straight
C-1496,comp_boss
C-1497,comp_other
C-1498,comp_other
C-1499,comp_other
C-1500,comp_elbow
C-1501,comp_straight
C-1502,comp_other
C-1503,comp_boss
C-1504,comp_other
C-1505,comp_boss
C-1506,comp_boss
C-1507,comp_boss
C-1508,comp_other
C-1509,comp_other
C-1510,comp_other
C-1511,comp_other
C-1512,comp_other
C-1513,comp_straight
C-1514,comp_elbow
C-1515,comp_other
C-1516,comp_other
C-1517,comp_other
C-1518,comp_straight
C-1519,comp_other
C-1520,comp_straight
C-1521,comp_other
C-1522,comp_other
C-1523,comp_other
C-1524,comp_other
C-1525,comp_other
C-1526,comp_other
C-1527,comp_elbow
C-1528,comp_other
C-1529,comp_other
C-1530,comp_nut
C-1531,comp_other
C-1532,comp_other
C-1533,comp_other
C-1534,comp_straight
C-1535,comp_boss
C-1536,comp_boss
C-1537,comp_boss
C-1538,comp_elbow
C-1539,comp_elbow
C-1540,comp_other
C-1541,comp_other
C-1542,comp_elbow
C-1543,comp_straight
C-1544,comp_straight
C-1545,comp_straight
C-1546,comp_adaptor
C-1547,comp_threaded
C-1548,comp_other
C-1549,comp_straight
C-1550,comp_other
C-1551,comp_straight
C-1552,comp_straight
C-1553,comp_straight
C-1554,comp_other
C-1555,comp_straight
C-1556,comp_other
C-1557,comp_boss
C-1558,comp_other
C-1559,comp_other
C-1560,comp_other
C-1561,comp_other
C-1562,comp_other
C-1563,comp_other
C-1564,comp_other
C-1565,comp_elbow
C-1566,comp_elbow
C-1567,comp_other
C-1568,comp_straight
C-1569,comp_other
C-1570,comp_other
C-1571,comp_other
C-1572,comp_other
C-1573,comp_other
C-1574,comp_other
C-1575,comp_elbow
C-1576,comp_elbow
C-1577,comp_nut
C-1578,comp_threaded
C-1579,comp_boss
C-1580,comp_nut
C-1581,comp_other
C-1582,comp_other
C-1583,comp_adaptor
C-1584,comp_float
C-1585,comp_elbow
C-1586,comp_elbow
C-1587,comp_elbow
C-1588,comp_elbow
C-1589,comp_elbow
C-1590,comp_straight
C-1591,comp_straight
C-1592,comp_straight
C-1593,comp_threaded
C-1594,comp_straight
C-1595,comp_other
C-1596,comp_other
C-1597,comp_other
C-1598,comp_elbow
C-1599,comp_elbow
C-1600,comp_elbow
C-1601,comp_elbow
C-1602,comp_elbow
C-1603,comp_elbow
C-1604,comp_elbow
C-1605,comp_elbow
C-1606,comp_elbow
C-1607,comp_elbow
C-1608,comp_elbow
C-1609,comp_elbow
C-1610,comp_elbow
C-1611,comp_elbow
C-1612,comp_elbow
C-1613,comp_elbow
C-1614,comp_straight
C-1615,comp_straight
C-1616,comp_straight
C-1617,comp_straight
C-1618,comp_other
C-1619,comp_other
C-1620,comp_nut
C-1621,comp_nut
C-1622,comp_nut
C-1623,comp_nut
C-1624,comp_nut
C-1625,comp_nut
C-1626,comp_nut
C-1627,comp_sleeve
C-1628,comp_sleeve
C-1629,comp_sleeve
C-1630,comp_sleeve
C-1631,comp_sleeve
C-1632,comp_sleeve
C-1633,comp_sleeve
C-1634,comp_adaptor
C-1635,comp_sleeve
C-1636,comp_elbow
C-1637,comp_threaded
C-1638,comp_threaded
C-1639,comp_threaded
C-1640,comp_threaded
C-1641,comp_threaded
C-1642,comp_threaded
C-1643,comp_threaded
C-1644,comp_threaded
C-1645,comp_threaded
C-1646,comp_threaded
C-1647,comp_threaded
C-1648,comp_threaded
C-1649,comp_threaded
C-1650,comp_threaded
C-1651,comp_other
C-1652,comp_sleeve
C-1653,comp_sleeve
C-1654,comp_sleeve
C-1655,comp_sleeve
C-1656,comp_sleeve
C-1657,comp_sleeve
C-1658,comp_sleeve
C-1659,comp_sleeve
C-1660,comp_sleeve
C-1661,comp_sleeve
C-1662,comp_other
C-1663,comp_other
C-1664,comp_other
C-1665,comp_straight
C-1666,comp_other
C-1667,comp_other
C-1668,comp_other
C-1669,comp_other
C-1670,comp_straight
C-1671,comp_other
C-1672,comp_other
C-1673,comp_straight
C-1674,comp_other
C-1675,comp_other
C-1676,comp_other
C-1677,comp_other
C-1678,comp_straight
C-1679,comp_other
C-1680,comp_straight
C-1681,comp_elbow
C-1682,comp_straight
C-1683,comp_straight
C-1684,comp_straight
C-1685,comp_straight
C-1686,comp_elbow
C-1687,comp_straight
C-1688,comp_other
C-1689,comp_other
C-1690,comp_other
C-1691,comp_other
C-1692,comp_other
C-1693,comp_other
C-1694,comp_nut
C-1695,comp_adaptor
C-1696,comp_other
C-1697,comp_boss
C-1698,comp_boss
C-1699,comp_boss
C-1700,comp_threaded
C-1701,comp_threaded
C-1702,comp_threaded
C-1703,comp_sleeve
C-1704,comp_threaded
C-1705,comp_straight
C-1706,comp_straight
C-1707,comp_boss
C-1708,comp_boss
C-1709,comp_other
C-1710,comp_threaded
C-1711,comp_straight
C-1712,comp_straight
C-1713,comp_straight
C-1714,comp_threaded
C-1715,comp_threaded
C-1716,comp_threaded
C-1717,comp_straight
C-1718,comp_threaded
C-1719,comp_straight
C-1720,comp_straight
C-1721,comp_straight
C-1722,comp_threaded
C-1723,comp_threaded
C-1724,comp_threaded
C-1725,comp_boss
C-1726,comp_elbow
C-1727,comp_threaded
C-1728,comp_threaded
C-1729,comp_boss
C-1730,comp_other
C-1731,comp_boss
C-1732,comp_other
C-1733,comp_elbow
C-1734,comp_straight
C-1735,comp_other
C-1736,comp_straight
C-1737,comp_other
C-1738,comp_other
C-1739,comp_straight
C-1740,comp_straight
C-1741,comp_other
C-1742,comp_other
C-1743,comp_threaded
C-1744,comp_elbow
C-1745,comp_other
C-1746,comp_straight
C-1747,comp_straight
C-1748,comp_other
C-1749,comp_straight
C-1750,comp_straight
C-1751,comp_other
C-1752,comp_other
C-1753,comp_other
C-1754,comp_other
C-1755,comp_other
C-1756,comp_other
C-1757,comp_other
C-1758,comp_threaded
C-1759,comp_elbow
C-1760,comp_nut
C-1761,comp_threaded
C-1762,comp_straight
C-1763,comp_straight
C-1764,comp_boss
C-1765,comp_other
C-1766,comp_other
C-1767,comp_threaded
C-1768,comp_straight
C-1769,comp_elbow
C-1770,comp_straight
C-1771,comp_straight
C-1772,comp_straight
C-1773,comp_straight
C-1774,comp_elbow
C-1775,comp_straight
C-1776,comp_threaded
C-1777,comp_threaded
C-1778,comp_threaded
C-1779,comp_threaded
C-1780,comp_boss
C-1781,comp_threaded
C-1782,comp_elbow
C-1783,comp_elbow
C-1784,comp_straight
C-1785,comp_straight
C-1786,comp_elbow
C-1787,comp_other
C-1788,comp_elbow
C-1789,comp_threaded
C-1790,comp_threaded
C-1791,comp_other
C-1792,comp_straight
C-1793,comp_nut
C-1794,comp_other
C-1795,comp_straight
C-1796,comp_straight
C-1797,comp_other
C-1798,comp_straight
C-1799,comp_other
C-1800,comp_other
C-1801,comp_straight
C-1802,comp_threaded
C-1803,comp_elbow
C-1804,comp_straight
C-1805,comp_straight
C-1806,comp_straight
C-1807,comp_straight
C-1808,comp_threaded
C-1809,comp_tee
C-1810,comp_other
C-1811,comp_straight
C-1812,comp_adaptor
C-1813,comp_other
C-1814,comp_other
C-1815,comp_other
C-1816,comp_elbow
C-1817,comp_other
C-1818,comp_other
C-1819,comp_elbow
C-1820,comp_elbow
C-1821,comp_elbow
C-1822,comp_other
C-1823,comp_other
C-1824,comp_other
C-1825,comp_other
C-1826,comp_elbow
C-1827,comp_other
C-1828,comp_adaptor
C-1829,comp_elbow
C-1830,comp_tee
C-1831,comp_other
C-1832,comp_other
C-1833,comp_boss
C-1834,comp_straight
C-1835,comp_other
C-1836,comp_threaded
C-1837,comp_threaded
C-1838,comp_other
C-1839,comp_boss
C-1840,comp_threaded
C-1841,comp_threaded
C-1842,comp_elbow
C-1843,comp_straight
C-1844,comp_other
C-1845,comp_nut
C-1846,comp_sleeve
C-1847,comp_other
C-1848,comp_nut
C-1849,comp_straight
C-1850,comp_other
C-1851,comp_other
C-1852,comp_other
C-1853,comp_elbow
C-1854,comp_straight
C-1855,comp_straight
C-1856,comp_other
C-1857,comp_other
C-1858,comp_other
C-1859,comp_other
C-1860,comp_other
C-1861,comp_other
C-1862,comp_boss
C-1863,comp_elbow
C-1864,comp_threaded
C-1865,comp_tee
C-1866,comp_sleeve
C-1867,comp_nut
C-1868,comp_adaptor
C-1869,comp_threaded
C-1870,comp_threaded
C-1871,comp_other
C-1872,comp_elbow
C-1873,comp_threaded
C-1874,comp_other
C-1875,comp_other
C-1876,comp_other
C-1877,comp_threaded
C-1878,comp_other
C-1879,comp_threaded
C-1880,comp_straight
C-1881,comp_straight
C-1882,comp_straight
C-1883,comp_straight
C-1884,comp_straight
C-1885,comp_threaded
C-1886,comp_straight
C-1887,comp_straight
C-1888,comp_threaded
C-1889,comp_threaded
C-1890,comp_straight
C-1891,comp_other
C-1892,comp_threaded
C-1893,comp_straight
C-1894,comp_straight
C-1895,comp_straight
C-1896,comp_elbow
C-1897,comp_straight
C-1898,comp_other
C-1899,comp_elbow
C-1900,comp_straight
C-1901,comp_straight
C-1902,comp_threaded
C-1903,comp_threaded
C-1904,comp_straight
C-1905,comp_elbow
C-1906,comp_threaded
C-1907,comp_threaded
C-1908,comp_threaded
C-1909,comp_threaded
C-1910,comp_threaded
C-1911,comp_threaded
C-1912,comp_threaded
C-1913,comp_threaded
C-1914,comp_other
C-1915,comp_other
C-1916,comp_other
C-1917,comp_other
C-1918,comp_other
C-1919,comp_boss
C-1920,comp_other
C-1921,comp_other
C-1922,comp_other
C-1923,comp_other
C-1924,comp_boss
C-1925,comp_boss
C-1926,comp_other
C-1927,comp_nut
C-1928,comp_boss
C-1929,comp_other
C-1930,comp_other
C-1931,comp_elbow
C-1932,comp_other
C-1933,comp_other
C-1934,comp_other
C-1935,comp_elbow
C-1936,comp_threaded
C-1937,comp_other
C-1938,comp_other
C-1939,comp_other
C-1940,comp_other
C-1941,comp_other
C-1942,comp_other
C-1943,comp_straight
C-1944,comp_other
C-1945,comp_other
C-1946,comp_straight
C-1947,comp_straight
C-1948,comp_elbow
C-1949,comp_other
C-1950,comp_other
C-1951,comp_elbow
C-1952,comp_nut
C-1953,comp_straight
C-1954,comp_other
C-1955,comp_other
C-1956,comp_straight
C-1957,comp_other
C-1958,comp_straight
C-1959,comp_other
C-1960,comp_other
C-1961,comp_other
C-1962,comp_nut
C-1963,comp_nut
C-1964,comp_nut
C-1965,comp_nut
C-1966,comp_nut
C-1967,comp_nut
C-1968,comp_nut
C-1969,comp_nut
C-1970,comp_boss
C-1971,comp_other
C-1972,comp_other
C-1973,comp_boss
C-1974,comp_boss
C-1975,comp_adaptor
C-1976,comp_threaded
C-1977,comp_other
C-1978,comp_other
C-1979,comp_other
C-1980,comp_nut
C-1981,comp_other
C-1982,comp_other
C-1983,comp_straight
C-1984,comp_other
C-1985,comp_other
C-1986,comp_straight
C-1987,comp_other
C-1988,comp_boss
C-1989,comp_elbow
C-1990,comp_boss
C-1991,comp_other
C-1992,comp_elbow
C-1993,comp_other
C-1994,comp_threaded
C-1995,comp_threaded
C-1996,comp_straight
C-1997,comp_straight
C-1998,comp_threaded
C-1999,comp_straight
C-2000,comp_straight
C-2001,comp_threaded
C-2002,comp_threaded
C-2003,comp_threaded
C-2004,comp_threaded
C-2005,comp_threaded
C-2006,comp_threaded
C-2007,comp_threaded
C-2008,comp_threaded
C-2009,comp_straight
C-2010,comp_elbow
C-2011,comp_other
C-2012,comp_other
C-2013,comp_other
C-2014,comp_other
C-2015,comp_straight
C-2016,comp_straight
C-2017,comp_straight
C-2018,comp_straight
C-2019,comp_straight
C-2020,comp_straight
C-2021,comp_straight
C-2022,comp_straight
C-2023,comp_straight
C-2024,comp_elbow
C-2025,comp_nut
C-2026,comp_nut
C-2027,comp_nut
C-2028,comp_nut
C-2029,comp_nut
C-2030,comp_nut
C-2031,comp_elbow
C-2032,comp_threaded
C-2033,comp_threaded
C-2034,comp_straight
C-2035,comp_sleeve
C-2036,comp_other
C-2037,comp_other
C-2038,comp_other
C-2039,comp_other
C-2040,comp_other
C-2041,comp_other
C-2042,comp_other
C-2043,comp_straight
C-2044,comp_straight
C-2045,comp_other
C-2046,comp_other
C-2047,comp_other
